"agency_type","call_category","address_city","incident_number","jurisdiction","problem","date_response","address_state","address_zip","day_response","month_response","year_response"
"Fire","HAZARD","SAN DIEGO","FS20011170","San Diego","HAZARD","2020-01-21 04:26:34","CA","92104","21","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20011169","San Diego","HAZARD","2020-01-21 04:23:49","CA","92104","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011168","San Diego","Emergency Medical Response","2020-01-21 04:19:18","CA","92101","21","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20011166","San Diego","Non-Emergency Medical Response","2020-01-21 03:56:55","CA","92101","21","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20011165","San Diego","HAZARD","2020-01-21 03:40:46","CA","92124","21","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20011164","San Diego","HAZARD","2020-01-21 03:40:07","CA","92124","21","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20011163","San Diego","Non-Emergency Medical Response","2020-01-21 03:35:34","CA","92101","21","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20011162","San Diego","Urgent Medical Response","2020-01-21 03:22:09","CA","92101","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011160","San Diego","Emergency Medical Response","2020-01-21 03:14:12","CA","92105","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011161","San Diego","Emergency Medical Response","2020-01-21 03:13:57","CA","92130","21","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20011159","San Diego","Non-Emergency Medical Response","2020-01-21 02:53:47","CA","92110","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011158","San Diego","Emergency Medical Response","2020-01-21 02:42:49","CA","92115","21","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20011157","San Diego","Urgent Medical Response","2020-01-21 02:36:07","CA","92110","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011156","San Diego","Emergency Medical Response","2020-01-21 02:33:08","CA","92107","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011154","San Diego","Emergency Medical Response","2020-01-21 02:25:01","CA","92037","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011153","San Diego","Emergency Medical Response","2020-01-21 02:23:43","CA","92111","21","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20011151","San Diego","Non-Emergency Medical Response","2020-01-21 02:10:19","CA","92105","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011150","San Diego","Emergency Medical Response","2020-01-21 02:07:27","CA","92101","21","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20011149","San Diego","Urgent Medical Response","2020-01-21 02:05:33","CA","92102","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011148","San Diego","Emergency Medical Response","2020-01-21 02:01:23","CA","92109","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011147","San Diego","Emergency Medical Response","2020-01-21 01:48:20","CA","92103","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011146","San Diego","Emergency Medical Response","2020-01-21 01:41:09","CA","92113","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011145","San Diego","Emergency Medical Response","2020-01-21 01:20:58","CA","92140","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011144","San Diego","Emergency Medical Response","2020-01-21 01:07:24","CA","92101","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011143","San Diego","Emergency Medical Response","2020-01-21 01:06:23","CA","92154","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011142","San Diego","Emergency Medical Response","2020-01-21 01:05:38","CA","92130","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011140","San Diego","Emergency Medical Response","2020-01-21 01:04:04","CA","92113","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011138","San Diego","Emergency Medical Response","2020-01-21 00:59:10","CA","92103","21","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20011137","San Diego","HAZARD","2020-01-21 00:57:30","CA","92116","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011135","San Diego","Emergency Medical Response","2020-01-21 00:54:11","CA","92105","21","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20011134","San Diego","Non-Emergency Medical Response","2020-01-21 00:53:03","CA","92108","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011132","San Diego","Emergency Medical Response","2020-01-21 00:49:40","CA","92101","21","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20011131","San Diego","Urgent Medical Response","2020-01-21 00:49:28","CA","92122","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011130","San Diego","Emergency Medical Response","2020-01-21 00:43:30","CA","92106","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011129","San Diego","Emergency Medical Response","2020-01-21 00:38:29","CA","92102","21","1","2020"
"Fire","FIRE","SAN DIEGO","FS20011125","San Diego","FIRE","2020-01-21 00:36:07","CA","92173","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011126","San Diego","Emergency Medical Response","2020-01-21 00:35:50","CA","92113","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011124","San Diego","Emergency Medical Response","2020-01-21 00:32:12","CA","92101","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011123","San Diego","Emergency Medical Response","2020-01-21 00:19:25","CA","92154","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011122","San Diego","Emergency Medical Response","2020-01-21 00:15:49","CA","92129","21","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20011121","San Diego","Non-Emergency Medical Response","2020-01-21 00:14:01","CA","92103","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011119","San Diego","Emergency Medical Response","2020-01-21 00:02:50","CA","92126","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011120","San Diego","Emergency Medical Response","2020-01-21 00:01:58","CA","92110","21","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20011118","San Diego","HAZARD","2020-01-21 00:01:18","CA","92115","21","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011117","San Diego","Emergency Medical Response","2020-01-20 23:52:05","CA","92105","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011116","San Diego","Emergency Medical Response","2020-01-20 23:38:42","CA","92123","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011115","San Diego","Emergency Medical Response","2020-01-20 23:37:04","CA","92108","20","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20011114","San Diego","Non-Emergency Medical Response","2020-01-20 23:29:02","CA","92103","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011113","San Diego","Emergency Medical Response","2020-01-20 23:15:48","CA","92173","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011110","San Diego","Emergency Medical Response","2020-01-20 22:54:30","CA","92123","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011111","San Diego","Emergency Medical Response","2020-01-20 22:54:23","CA","92154","20","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20011109","San Diego","Urgent Medical Response","2020-01-20 22:47:20","CA","92105","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011107","San Diego","Emergency Medical Response","2020-01-20 22:43:12","CA","92110","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011106","San Diego","Emergency Medical Response","2020-01-20 22:36:09","CA","92105","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011105","San Diego","Emergency Medical Response","2020-01-20 22:34:56","CA","92120","20","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20011104","San Diego","Non-Emergency Medical Response","2020-01-20 22:33:56","CA","92103","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011102","San Diego","Emergency Medical Response","2020-01-20 22:33:05","CA","92126","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011101","San Diego","Emergency Medical Response","2020-01-20 22:28:27","CA","92108","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011100","San Diego","Emergency Medical Response","2020-01-20 22:25:27","CA","92122","20","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20011099","San Diego","Non-Emergency Medical Response","2020-01-20 22:24:56","CA","92111","20","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20011098","San Diego","Urgent Medical Response","2020-01-20 22:22:02","CA","92128","20","1","2020"
"Fire","FIRE","SAN DIEGO","FS20011097","San Diego","FIRE","2020-01-20 22:20:17","CA","92154","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011096","San Diego","Emergency Medical Response","2020-01-20 22:19:02","CA","92037","20","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20011095","San Diego","Non-Emergency Medical Response","2020-01-20 22:14:31","CA","92101","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011094","San Diego","Emergency Medical Response","2020-01-20 22:11:54","CA","92173","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011093","San Diego","Emergency Medical Response","2020-01-20 22:10:43","CA","92114","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011092","San Diego","Emergency Medical Response","2020-01-20 22:07:44","CA","92114","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011091","San Diego","Emergency Medical Response","2020-01-20 22:07:03","CA","92154","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011090","San Diego","Emergency Medical Response","2020-01-20 22:02:02","CA","92127","20","1","2020"
"Fire","SERVICE","SAN DIEGO","FS20011089","San Diego","SERVICE","2020-01-20 21:54:53","CA","92120","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011088","San Diego","Emergency Medical Response","2020-01-20 21:53:16","CA","92102","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011087","San Diego","Emergency Medical Response","2020-01-20 21:50:49","CA","92101","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011085","San Diego","Emergency Medical Response","2020-01-20 21:48:35","CA","92114","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011084","San Diego","Emergency Medical Response","2020-01-20 21:38:50","CA","92110","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011083","San Diego","Emergency Medical Response","2020-01-20 21:38:13","CA","92101","20","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20011082","San Diego","Non-Emergency Medical Response","2020-01-20 21:32:35","CA","92120","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011081","San Diego","Emergency Medical Response","2020-01-20 21:31:43","CA","92130","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011080","San Diego","Emergency Medical Response","2020-01-20 21:31:01","CA","92154","20","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20011079","San Diego","HAZARD","2020-01-20 21:29:54","CA","92117","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011078","San Diego","Emergency Medical Response","2020-01-20 21:25:19","CA","92103","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011077","San Diego","Emergency Medical Response","2020-01-20 21:22:43","CA","92114","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011076","San Diego","Emergency Medical Response","2020-01-20 21:16:39","CA","92116","20","1","2020"
"Fire","FIRE","SAN DIEGO","FS20011075","San Diego","FIRE","2020-01-20 21:15:27","CA","92120","20","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20011074","San Diego","Non-Emergency Medical Response","2020-01-20 21:12:45","CA","92114","20","1","2020"
"Fire","Urgent Medical Response","SAN DIEGO","FS20011073","San Diego","Urgent Medical Response","2020-01-20 21:11:14","CA","92106","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011072","San Diego","Emergency Medical Response","2020-01-20 21:05:23","CA","92119","20","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20011070","San Diego","HAZARD","2020-01-20 21:01:54","CA","92117","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011069","San Diego","Emergency Medical Response","2020-01-20 20:59:55","CA","92124","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011068","San Diego","Emergency Medical Response","2020-01-20 20:52:03","CA","92103","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011067","San Diego","Emergency Medical Response","2020-01-20 20:49:45","CA","92037","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011066","San Diego","Emergency Medical Response","2020-01-20 20:49:09","CA","92122","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011065","San Diego","Emergency Medical Response","2020-01-20 20:46:48","CA","92101","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011064","San Diego","Emergency Medical Response","2020-01-20 20:43:51","CA","92115","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011062","San Diego","Emergency Medical Response","2020-01-20 20:42:16","CA","92108","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011061","San Diego","Emergency Medical Response","2020-01-20 20:42:13","CA","92113","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011060","San Diego","Emergency Medical Response","2020-01-20 20:38:55","CA","92126","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011059","San Diego","Emergency Medical Response","2020-01-20 20:28:45","CA","92105","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011058","San Diego","Emergency Medical Response","2020-01-20 20:26:09","CA","92122","20","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20011057","San Diego","Non-Emergency Medical Response","2020-01-20 20:25:27","CA","92122","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011056","San Diego","Emergency Medical Response","2020-01-20 20:17:24","CA","92154","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011055","San Diego","Emergency Medical Response","2020-01-20 20:15:00","CA","92105","20","1","2020"
"Fire","HAZARD","SAN DIEGO","FS20011054","San Diego","HAZARD","2020-01-20 20:12:44","CA","92037","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011052","San Diego","Emergency Medical Response","2020-01-20 20:10:57","CA","92110","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011051","San Diego","Emergency Medical Response","2020-01-20 20:10:11","CA","92113","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011050","San Diego","Emergency Medical Response","2020-01-20 20:06:34","CA","92108","20","1","2020"
"Fire","FIRE","SAN DIEGO","FS20011048","San Diego","FIRE","2020-01-20 20:03:26","CA","92122","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011047","San Diego","Emergency Medical Response","2020-01-20 20:02:44","CA","92107","20","1","2020"
"Fire","Emergency Medical Response","SAN DIEGO","FS20011046","San Diego","Emergency Medical Response","2020-01-20 20:01:13","CA","92119","20","1","2020"
"Fire","Non-Emergency Medical Response","SAN DIEGO","FS20011045","San Diego","Non-Emergency Medical Response","2020-01-20 20:00:26","CA","92103","20","1","2020"
